,Anti-social behaviour,Bicycle theft,Burglary,Criminal damage and arson,Drugs,Location,Other crime,Other theft,Possession of weapons,Public order,Robbery,Shoplifting,Theft from the person,Time,Vehicle crime,Violence and sexual offences,Latitude,Longitude
1157,1540.0,104,459.0,352,82,Gloucestershire Constabulary,30,341,27,105,27.0,261,32,1538348400.0,343,818,51.908526,-2.088146
1158,5203.0,411,2582.0,2918,408,Greater Manchester Police,706,2257,249,3549,676.0,1454,716,1538348400.0,2833,8876,53.619073,-2.423752
1159,1035.0,41,309.0,738,109,Gwent Police,95,400,17,641,18.0,281,39,1538348400.0,289,1335,51.802661,-3.210621
1160,1063.0,301,986.0,1593,358,Hampshire Constabulary,202,1066,160,1175,128.0,1084,107,1538348400.0,1021,4918,51.357251,-1.133567
1161,2166.0,164,580.0,788,277,Hertfordshire Constabulary,179,813,51,584,80.0,759,152,1538348400.0,906,2384,51.776773,-0.008469
1162,1341.0,204,633.0,970,115,Humberside Police,199,640,39,703,63.0,805,62,1538348400.0,490,2928,54.103989,-0.201317
1163,2049.0,159,1034.0,1983,261,Kent Police,497,1425,119,1608,159.0,1166,98,1538348400.0,1139,7699,51.18331,0.937911
1164,3827.0,192,1222.0,1837,235,Lancashire Constabulary,309,1417,69,1441,106.0,779,193,1538348400.0,871,6267,53.770335,-2.474098
1165,1049.0,242,722.0,917,183,Leicestershire Police,175,712,58,619,95.0,562,128,1538348400.0,1085,2409,52.626506,-1.201724
1166,1275.0,93,351.0,546,153,Lincolnshire Police,106,384,53,298,28.0,412,26,1538348400.0,267,1677,53.051902,0.084476
1167,3131.0,212,935.0,1634,755,Merseyside Police,214,917,105,982,144.0,778,205,1538348400.0,1016,3980,53.486621,-2.875002
1168,22286.0,2156,7157.0,4872,2905,Metropolitan Police Service,890,10616,505,4099,2916.0,3752,3777,1538348400.0,10517,19565,51.593835,0.145888
1169,1234.0,117,296.0,592,220,Norfolk Constabulary,162,547,59,488,40.0,384,48,1538348400.0,235,2202,52.745153,0.946326
1170,1180.0,59,352.0,677,94,North Wales Police,110,418,34,450,19.0,392,9,1538348400.0,244,2124,53.31958,-3.811975
1171,2137.0,143,328.0,523,129,North Yorkshire Police,62,415,29,171,12.0,395,38,1538348400.0,212,1375,54.113705,-2.513759
1172,1574.0,92,514.0,537,146,Northamptonshire Police,90,496,52,193,63.0,320,51,1538348400.0,787,1790,52.502162,-0.690547
1173,5218.0,71,574.0,1565,604,Police Service of Northern Ireland,238,1039,100,80,53.0,602,32,1538348400.0,363,3074,54.59497,-5.922687
1174,4323.0,239,899.0,1988,341,Northumbria Police,328,1499,127,2052,92.0,1374,236,1538348400.0,859,4705,54.967838,-1.754552
1175,2636.0,222,625.0,1042,298,Nottinghamshire Police,219,985,99,562,128.0,971,119,1538348400.0,835,3159,53.145769,-1.268696
1176,2665.0,241,657.0,1141,391,South Wales Police,178,951,69,972,46.0,885,105,1538348400.0,703,3359,51.637363,-3.648881
1177,3448.0,106,1243.0,1619,284,South Yorkshire Police,381,1187,134,1093,145.0,892,197,1538348400.0,1156,4326,53.59872,-1.461068
1178,3160.0,110,501.0,924,173,Staffordshire Police,179,857,76,368,97.0,570,50,1538348400.0,518,3355,52.769868,-1.943961
1179,694.0,111,367.0,592,89,Suffolk Constabulary,97,457,48,485,47.0,422,45,1538348400.0,418,1957,52.160886,0.71043
1180,1894.0,105,508.0,878,378,Surrey Police,134,755,53,588,37.0,419,55,1538348400.0,562,1875,51.407868,-0.370967
1181,2687.0,204,588.0,1175,329,Sussex Police,188,992,122,902,88.0,611,133,1538348400.0,779,3528,50.84423,-0.244128
1182,2054.0,649,1137.0,1678,412,Thames Valley Police,306,1743,125,633,142.0,1027,225,1538348400.0,1604,4603,51.998128,-0.985426
1183,1045.0,72,385.0,365,62,Warwickshire Police,65,462,39,208,47.0,315,46,1538348400.0,498,1294,52.639577,-1.636309
1184,3539.0,136,668.0,819,179,West Mercia Police,128,740,85,358,59.0,617,59,1538348400.0,594,3025,52.432283,-2.10837
1185,3611.0,328,2794.0,2217,389,West Midlands Police,337,2228,196,1421,806.0,1602,278,1538348400.0,3478,7474,52.594185,-1.838265
1186,4242.0,232,2278.0,2776,549,West Yorkshire Police,595,2294,214,2637,369.0,1503,344,1538348400.0,2287,10324,53.944327,-1.886875
1187,1389.0,59,255.0,548,88,Wiltshire Police,84,409,23,237,24.0,355,20,1538348400.0,231,1336,51.634046,-1.720719
1188,2619.0,284,889.0,1316,204,Avon and Somerset Constabulary,130,1192,59,1330,145.0,927,97,1541030400.0,1031,3814,51.415233,-2.497799
1189,1036.0,145,544.0,514,146,Bedfordshire Police,112,442,43,313,64.0,296,51,1541030400.0,774,1432,52.224664,-0.533857
1190,1145.0,319,495.0,572,133,Cambridgeshire Constabulary,146,566,47,325,90.0,399,97,1541030400.0,626,1560,52.228485,0.136532
1191,1845.0,133,389.0,833,145,Cheshire Constabulary,142,550,36,1302,39.0,566,45,1541030400.0,323,2750,53.335696,-2.028703
1192,108.0,35,17.0,15,37,City of London Police,15,192,3,41,8.0,90,89,1541030400.0,31,118,51.517577,-0.098062
1193,2439.0,79,495.0,887,99,Cleveland Police,163,509,36,353,58.0,791,43,1541030400.0,427,2150,54.71119,-1.235446
1194,671.0,25,153.0,489,91,Cumbria Constabulary,45,247,20,288,12.0,249,15,1541030400.0,91,1359,54.877725,-3.380599
1195,2566.0,111,477.0,632,190,Derbyshire Constabulary,105,539,59,209,51.0,504,66,1541030400.0,518,1718,53.099173,-1.376719
1196,3012.0,93,428.0,1163,348,Devon & Cornwall Police,183,780,82,550,53.0,631,50,1541030400.0,453,3856,50.827132,-4.543901
1197,1490.0,78,375.0,580,121,Dorset Police,65,495,24,221,40.0,349,35,1541030400.0,388,1637,50.771593,-1.896978
1198,1212.0,32,360.0,853,105,Durham Constabulary,137,418,28,377,15.0,476,20,1541030400.0,238,2001,54.89599,-1.732115
1199,796.0,10,108.0,327,160,Dyfed-Powys Police,49,302,18,146,4.0,163,6,1541030400.0,69,979,52.101675,-4.059557
1200,3228.0,206,1237.0,1383,409,Essex Police,321,1198,174,1092,152.0,934,129,1541030400.0,1299,5288,51.636915,0.407541
1201,1366.0,78,477.0,360,84,Gloucestershire Constabulary,39,325,22,114,30.0,289,20,1541030400.0,398,867,51.908526,-2.088146
1202,4940.0,358,2701.0,2962,437,Greater Manchester Police,593,2300,348,3404,698.0,1439,779,1541030400.0,2776,8937,53.619073,-2.423752
1203,836.0,23,279.0,767,112,Gwent Police,101,343,16,506,15.0,287,28,1541030400.0,301,1278,51.802661,-3.210621
1204,982.0,262,1052.0,1496,323,Hampshire Constabulary,192,1018,125,1096,103.0,1069,105,1541030400.0,993,4804,51.357251,-1.133567
1205,1836.0,122,636.0,739,297,Hertfordshire Constabulary,156,702,63,476,93.0,670,142,1541030400.0,880,2363,51.776773,-0.008469
1206,1050.0,200,677.0,975,124,Humberside Police,190,571,43,650,57.0,872,58,1541030400.0,399,2757,54.103989,-0.201317
1207,2128.0,96,815.0,1447,180,Kent Police,286,960,70,923,139.0,710,65,1541030400.0,962,5037,51.18331,0.937911
1208,3320.0,164,1222.0,1595,195,Lancashire Constabulary,307,1292,82,1311,97.0,796,172,1541030400.0,864,5718,53.770335,-2.474098
1209,969.0,252,861.0,872,158,Leicestershire Police,175,725,75,604,85.0,559,134,1541030400.0,981,2430,52.626506,-1.201724
1210,1041.0,97,357.0,552,143,Lincolnshire Police,133,447,48,330,42.0,461,19,1541030400.0,305,1680,53.051902,0.084476
1211,2600.0,156,984.0,1435,795,Merseyside Police,235,863,83,964,144.0,721,249,1541030400.0,1001,3804,53.486621,-2.875002
1212,17869.0,1539,7882.0,4772,3064,Metropolitan Police Service,904,10640,552,3936,3038.0,3661,4380,1541030400.0,10517,19079,51.593835,0.145888
1213,1092.0,101,302.0,626,221,Norfolk Constabulary,185,461,42,523,51.0,382,37,1541030400.0,198,2222,52.745153,0.946326
1214,1070.0,42,347.0,559,74,North Wales Police,71,366,21,430,19.0,343,19,1541030400.0,212,2152,53.31958,-3.811975
1215,1732.0,114,390.0,518,102,North Yorkshire Police,97,424,31,195,25.0,353,38,1541030400.0,201,1382,54.113705,-2.513759
1216,1512.0,68,551.0,574,146,Northamptonshire Police,125,394,52,187,70.0,324,43,1541030400.0,691,1879,52.502162,-0.690547
1217,3939.0,44,498.0,1359,616,Police Service of Northern Ireland,269,1048,69,60,57.0,535,35,1541030400.0,309,2876,54.59497,-5.922687
1218,3723.0,166,764.0,1910,271,Northumbria Police,261,1569,110,1904,78.0,1252,181,1541030400.0,826,4530,54.967838,-1.754552
1219,2380.0,205,709.0,1029,303,Nottinghamshire Police,225,996,102,610,109.0,989,199,1541030400.0,916,3036,53.145769,-1.268696
1220,2179.0,144,526.0,1066,443,South Wales Police,175,922,59,867,52.0,913,94,1541030400.0,636,3484,51.637363,-3.648881
1221,2854.0,124,1437.0,1630,232,South Yorkshire Police,342,1202,127,972,149.0,795,192,1541030400.0,1248,3916,53.59872,-1.461068
1222,2677.0,101,539.0,964,163,Staffordshire Police,170,735,60,342,88.0,687,48,1541030400.0,517,2868,52.769868,-1.943961
1223,546.0,138,369.0,485,88,Suffolk Constabulary,85,398,27,404,39.0,346,40,1541030400.0,312,1746,52.160886,0.71043
1224,1629.0,88,656.0,812,263,Surrey Police,123,839,47,620,40.0,382,62,1541030400.0,551,1746,51.407868,-0.370967
1225,2389.0,204,630.0,1209,278,Sussex Police,209,923,164,855,109.0,687,128,1541030400.0,799,3537,50.84423,-0.244128
1226,1852.0,511,1101.0,1712,434,Thames Valley Police,364,1698,106,585,155.0,1020,227,1541030400.0,1608,4622,51.998128,-0.985426
1227,974.0,68,432.0,384,64,Warwickshire Police,76,381,43,184,58.0,288,48,1541030400.0,480,1262,52.639577,-1.636309
1228,3128.0,92,762.0,791,168,West Mercia Police,137,707,76,356,58.0,735,85,1541030400.0,631,2825,52.432283,-2.10837
1229,3133.0,321,2948.0,2228,386,West Midlands Police,357,2127,208,1200,791.0,1536,335,1541030400.0,3538,6830,52.594185,-1.838265
1230,3566.0,147,2225.0,2764,629,West Yorkshire Police,616,2086,194,2417,362.0,1583,410,1541030400.0,2075,9910,53.944327,-1.886875
1231,1280.0,60,258.0,469,81,Wiltshire Police,58,355,19,211,29.0,343,30,1541030400.0,254,1293,51.634046,-1.720719
1232,2360.0,191,820.0,1275,214,Avon and Somerset Constabulary,151,1055,76,1267,144.0,707,137,1543622400.0,819,4010,51.415233,-2.497799
1233,970.0,93,553.0,574,167,Bedfordshire Police,66,452,31,320,84.0,248,63,1543622400.0,718,1477,52.224664,-0.533857
1234,1183.0,253,570.0,580,119,Cambridgeshire Constabulary,100,562,42,288,61.0,296,93,1543622400.0,447,1529,52.228485,0.136532
1235,1490.0,106,403.0,740,154,Cheshire Constabulary,128,511,34,1239,26.0,434,46,1543622400.0,282,2761,53.335696,-2.028703
1236,108.0,20,34.0,28,40,City of London Police,14,201,4,24,10.0,75,78,1543622400.0,12,112,51.517577,-0.098062
1237,2196.0,48,440.0,812,114,Cleveland Police,102,575,29,324,54.0,662,46,1543622400.0,277,1996,54.71119,-1.235446
1238,685.0,20,171.0,461,86,Cumbria Constabulary,77,240,20,251,14.0,241,12,1543622400.0,94,1327,54.877725,-3.380599
1239,2385.0,50,499.0,724,192,Derbyshire Constabulary,141,519,49,199,55.0,415,50,1543622400.0,465,1860,53.099173,-1.376719
1240,2757.0,55,444.0,1151,389,Devon & Cornwall Police,148,731,75,492,60.0,519,73,1543622400.0,472,3646,50.827132,-4.543901
1241,1524.0,58,326.0,552,117,Dorset Police,43,513,26,194,22.0,214,47,1543622400.0,450,1721,50.771593,-1.896978
1242,1228.0,25,342.0,774,94,Durham Constabulary,119,403,20,339,13.0,351,43,1543622400.0,245,2004,54.89599,-1.732115
1243,726.0,6,103.0,324,141,Dyfed-Powys Police,60,242,18,149,4.0,153,8,1543622400.0,92,1137,52.101675,-4.059557
1244,3134.0,137,1043.0,1432,368,Essex Police,291,1059,167,1047,167.0,881,144,1543622400.0,1299,5418,51.636915,0.407541
1245,1284.0,81,397.0,377,107,Gloucestershire Constabulary,34,261,14,122,28.0,206,32,1543622400.0,288,881,51.908526,-2.088146
1246,4304.0,211,2593.0,2689,485,Greater Manchester Police,568,2252,247,2887,604.0,1273,753,1543622400.0,2800,8711,53.619073,-2.423752
1247,794.0,29,306.0,647,137,Gwent Police,82,314,16,503,28.0,293,36,1543622400.0,286,1218,51.802661,-3.210621
1248,842.0,184,963.0,1460,275,Hampshire Constabulary,190,1003,116,956,106.0,848,106,1543622400.0,949,4398,51.357251,-1.133567
1249,1790.0,116,551.0,812,277,Hertfordshire Constabulary,178,695,55,505,99.0,635,133,1543622400.0,732,2387,51.776773,-0.008469
1250,954.0,153,654.0,952,105,Humberside Police,176,563,37,639,57.0,732,57,1543622400.0,470,2923,54.103989,-0.201317
1251,2306.0,52,401.0,741,171,Kent Police,144,480,65,510,113.0,400,74,1543622400.0,497,2484,51.18331,0.937911
1252,3524.0,105,1299.0,870,181,Lancashire Constabulary,236,1347,69,1028,86.0,626,123,1543622400.0,966,4919,53.770335,-2.474098
1253,836.0,170,705.0,894,197,Leicestershire Police,157,688,68,566,74.0,483,163,1543622400.0,880,2499,52.626506,-1.201724
1254,948.0,74,440.0,522,159,Lincolnshire Police,117,458,46,374,19.0,515,23,1543622400.0,242,1889,53.051902,0.084476
1255,2020.0,103,845.0,1178,752,Merseyside Police,200,795,74,876,120.0,547,224,1543622400.0,922,3980,53.486621,-2.875002
1256,16460.0,1080,7158.0,4709,2993,Metropolitan Police Service,758,10727,536,3679,2993.0,3297,4474,1543622400.0,9655,18798,51.593835,0.145888
1257,1006.0,107,296.0,664,219,Norfolk Constabulary,160,463,56,456,34.0,343,50,1543622400.0,191,2166,52.745153,0.946326
1258,972.0,31,300.0,635,98,North Wales Police,82,361,27,431,16.0,284,20,1543622400.0,183,2097,53.31958,-3.811975
1259,1573.0,78,381.0,490,107,North Yorkshire Police,65,342,23,180,18.0,339,67,1543622400.0,178,1350,54.113705,-2.513759
1260,1443.0,50,470.0,492,121,Northamptonshire Police,96,419,48,198,73.0,291,68,1543622400.0,593,1834,52.502162,-0.690547
1261,4225.0,41,453.0,1351,585,Police Service of Northern Ireland,164,1048,90,52,45.0,563,42,1543622400.0,302,3026,54.59497,-5.922687
1262,3105.0,105,844.0,1928,269,Northumbria Police,264,1349,89,1857,68.0,956,170,1543622400.0,661,4604,54.967838,-1.754552
1263,2073.0,139,630.0,983,370,Nottinghamshire Police,217,840,84,554,83.0,809,192,1543622400.0,710,2808,53.145769,-1.268696
1264,1945.0,101,508.0,1005,361,South Wales Police,139,810,52,858,39.0,779,92,1543622400.0,614,3292,51.637363,-3.648881
1265,2531.0,71,1364.0,1318,212,South Yorkshire Police,310,1067,110,868,158.0,725,160,1543622400.0,1067,4133,53.59872,-1.461068
1266,2462.0,65,396.0,776,155,Staffordshire Police,129,588,63,271,79.0,558,46,1543622400.0,371,2470,52.769868,-1.943961
1267,526.0,56,340.0,561,112,Suffolk Constabulary,78,345,46,362,41.0,281,54,1543622400.0,265,1844,52.160886,0.71043
1268,1566.0,96,569.0,777,247,Surrey Police,120,714,37,524,39.0,345,65,1543622400.0,550,1834,51.407868,-0.370967
1269,2167.0,133,668.0,1151,305,Sussex Police,142,929,102,719,110.0,527,152,1543622400.0,655,3391,50.84423,-0.244128
1270,1748.0,316,991.0,1450,410,Thames Valley Police,260,1616,112,559,143.0,951,223,1543622400.0,1284,4282,51.998128,-0.985426
1271,961.0,43,380.0,358,82,Warwickshire Police,48,352,35,156,43.0,211,45,1543622400.0,397,1375,52.639577,-1.636309
1272,3082.0,75,638.0,816,188,West Mercia Police,126,662,50,317,50.0,600,104,1543622400.0,424,3004,52.432283,-2.10837
1273,2812.0,143,2674.0,2189,405,West Midlands Police,332,1892,171,1105,688.0,1291,346,1543622400.0,3022,7252,52.594185,-1.838265
1274,2887.0,130,2373.0,2383,599,West Yorkshire Police,553,2077,186,2207,355.0,1313,428,1543622400.0,1793,10004,53.944327,-1.886875
1275,1283.0,40,260.0,508,75,Wiltshire Police,62,347,26,220,30.0,303,26,1543622400.0,230,1399,51.634046,-1.720719
1276,2602.0,242,861.0,1281,213,Avon and Somerset Constabulary,190,1098,71,1208,115.0,852,84,1546300800.0,865,3893,51.415233,-2.497799
1277,951.0,72,565.0,441,130,Bedfordshire Police,98,456,54,396,78.0,313,59,1546300800.0,616,1401,52.224664,-0.533857
1278,1231.0,317,517.0,628,113,Cambridgeshire Constabulary,117,582,53,328,81.0,336,68,1546300800.0,653,1555,52.228485,0.136532
1279,1486.0,81,387.0,760,129,Cheshire Constabulary,135,562,39,1215,42.0,543,38,1546300800.0,329,2647,53.335696,-2.028703
1280,93.0,29,24.0,18,49,City of London Police,5,149,5,24,8.0,79,37,1546300800.0,21,76,51.517577,-0.098062
1281,2221.0,73,374.0,829,116,Cleveland Police,132,496,37,320,41.0,705,30,1546300800.0,288,2032,54.71119,-1.235446
1282,568.0,17,150.0,422,101,Cumbria Constabulary,86,217,17,232,20.0,244,11,1546300800.0,124,1275,54.877725,-3.380599
1283,2980.0,75,501.0,674,221,Derbyshire Constabulary,118,509,48,212,44.0,435,54,1546300800.0,474,1642,53.099173,-1.376719
1284,2833.0,56,427.0,1222,355,Devon & Cornwall Police,244,732,68,536,51.0,556,54,1546300800.0,491,3381,50.827132,-4.543901
1285,1397.0,54,320.0,599,130,Dorset Police,43,461,22,233,34.0,266,41,1546300800.0,417,1728,50.771593,-1.896978
1286,1275.0,29,318.0,771,128,Durham Constabulary,146,450,24,330,18.0,466,25,1546300800.0,248,2237,54.89599,-1.732115
1287,762.0,16,144.0,323,184,Dyfed-Powys Police,92,258,18,107,9.0,150,4,1546300800.0,75,1134,52.101675,-4.059557
1288,3003.0,130,932.0,1370,464,Essex Police,322,1096,158,997,157.0,993,116,1546300800.0,1257,5433,51.636915,0.407541
1289,1326.0,41,377.0,431,129,Gloucestershire Constabulary,45,262,19,101,15.0,251,20,1546300800.0,273,824,51.908526,-2.088146
1290,4756.0,275,2670.0,2864,491,Greater Manchester Police,650,2073,287,2822,581.0,1523,479,1546300800.0,2781,8811,53.619073,-2.423752
1291,962.0,33,263.0,732,119,Gwent Police,92,358,18,509,17.0,267,21,1546300800.0,281,1287,51.802661,-3.210621
1292,918.0,252,1000.0,1457,356,Hampshire Constabulary,214,972,138,985,117.0,924,84,1546300800.0,944,4413,51.357251,-1.133567
1293,1802.0,131,577.0,707,271,Hertfordshire Constabulary,207,734,73,428,102.0,804,119,1546300800.0,929,2322,51.776773,-0.008469
1294,1130.0,156,620.0,1010,107,Humberside Police,207,613,34,689,59.0,878,61,1546300800.0,493,2898,54.103989,-0.201317
1295,2133.0,98,1190.0,1697,290,Kent Police,506,1158,123,1308,148.0,907,114,1546300800.0,987,7133,51.18331,0.937911
1296,3543.0,113,1327.0,796,219,Lancashire Constabulary,269,1289,67,1050,88.0,745,109,1546300800.0,785,5002,53.770335,-2.474098
1297,897.0,162,716.0,832,218,Leicestershire Police,186,693,50,565,101.0,481,119,1546300800.0,946,2537,52.626506,-1.201724
1298,935.0,72,375.0,539,152,Lincolnshire Police,98,425,41,343,27.0,451,25,1546300800.0,233,1722,53.051902,0.084476
1299,1947.0,150,815.0,1241,681,Merseyside Police,276,725,94,996,120.0,617,178,1546300800.0,921,4070,53.486621,-2.875002
1300,16861.0,1262,7478.0,4563,3234,Metropolitan Police Service,839,10694,553,3514,2953.0,3425,3858,1546300800.0,10890,18547,51.593835,0.145888
1301,955.0,120,270.0,677,216,Norfolk Constabulary,136,461,58,443,49.0,355,42,1546300800.0,226,2036,52.745153,0.946326
1302,1015.0,25,276.0,571,106,North Wales Police,113,388,20,407,14.0,284,14,1546300800.0,157,2282,53.31958,-3.811975
1303,1521.0,78,364.0,503,119,North Yorkshire Police,67,366,21,200,18.0,370,27,1546300800.0,196,1477,54.113705,-2.513759
1304,1435.0,34,590.0,593,161,Northamptonshire Police,95,439,39,168,74.0,333,51,1546300800.0,607,1801,52.502162,-0.690547
1305,4147.0,63,440.0,1399,575,Police Service of Northern Ireland,234,1014,77,77,48.0,467,43,1546300800.0,264,2955,54.59497,-5.922687
1306,3187.0,131,731.0,1991,226,Northumbria Police,328,1343,90,1761,57.0,1040,165,1546300800.0,645,4589,54.967838,-1.754552
1307,2031.0,142,732.0,1005,389,Nottinghamshire Police,247,779,107,546,94.0,956,222,1546300800.0,776,2892,53.145769,-1.268696
1308,2125.0,126,525.0,1084,391,South Wales Police,199,766,47,846,42.0,861,80,1546300800.0,838,3311,51.637363,-3.648881
1309,2813.0,95,1436.0,1409,246,South Yorkshire Police,376,1075,123,868,138.0,896,125,1546300800.0,1066,4013,53.59872,-1.461068
1310,2449.0,68,490.0,936,167,Staffordshire Police,184,746,47,309,102.0,760,41,1546300800.0,406,3023,52.769868,-1.943961
1311,542.0,75,297.0,548,102,Suffolk Constabulary,101,387,42,349,30.0,326,36,1546300800.0,330,1824,52.160886,0.71043
1312,1537.0,90,592.0,773,233,Surrey Police,162,801,49,544,52.0,337,55,1546300800.0,646,2026,51.407868,-0.370967
1313,2137.0,163,647.0,1114,311,Sussex Police,214,922,131,764,97.0,602,116,1546300800.0,734,3452,50.84423,-0.244128
1314,1879.0,319,1016.0,1528,494,Thames Valley Police,308,1681,122,572,138.0,1139,183,1546300800.0,1399,4215,51.998128,-0.985426
1315,982.0,40,346.0,422,89,Warwickshire Police,70,382,28,165,42.0,237,24,1546300800.0,418,1241,52.639577,-1.636309
1316,3020.0,70,629.0,814,180,West Mercia Police,152,698,64,368,40.0,672,62,1546300800.0,526,2743,52.432283,-2.10837
1317,2962.0,159,2409.0,2255,428,West Midlands Police,410,1967,211,1122,755.0,1632,283,1546300800.0,3324,7343,52.594185,-1.838265
1318,3033.0,126,2344.0,2616,605,West Yorkshire Police,682,2162,184,2277,328.0,1478,325,1546300800.0,1802,10176,53.944327,-1.886875
1319,1165.0,62,304.0,467,132,Wiltshire Police,77,373,41,203,19.0,371,26,1546300800.0,238,1390,51.634046,-1.720719
1320,2608.0,188,741.0,1253,224,Avon and Somerset Constabulary,169,1018,69,1296,131.0,850,104,1548979200.0,725,3807,51.415233,-2.497799
1321,949.0,61,479.0,404,130,Bedfordshire Police,89,401,43,352,59.0,274,42,1548979200.0,535,1350,52.224664,-0.533857
1322,1336.0,312,428.0,606,123,Cambridgeshire Constabulary,108,539,46,322,78.0,294,71,1548979200.0,689,1561,52.228485,0.136532
1323,1713.0,80,348.0,719,129,Cheshire Constabulary,124,501,26,1282,36.0,493,52,1548979200.0,294,2508,53.335696,-2.028703
1324,93.0,29,27.0,22,53,City of London Police,1,178,1,40,10.0,73,55,1548979200.0,8,98,51.517577,-0.098062
1325,2301.0,72,434.0,681,123,Cleveland Police,144,519,36,278,68.0,659,23,1548979200.0,319,1991,54.71119,-1.235446
1326,623.0,14,143.0,418,76,Cumbria Constabulary,79,234,13,246,17.0,229,15,1548979200.0,91,1226,54.877725,-3.380599
1327,3142.0,82,453.0,598,188,Derbyshire Constabulary,147,510,53,221,35.0,436,63,1548979200.0,391,1768,53.099173,-1.376719
1328,2660.0,50,353.0,1110,319,Devon & Cornwall Police,165,674,86,539,33.0,525,44,1548979200.0,374,3291,50.827132,-4.543901
1329,1413.0,53,329.0,509,110,Dorset Police,43,415,19,229,21.0,345,41,1548979200.0,318,1600,50.771593,-1.896978
1330,1536.0,49,377.0,777,106,Durham Constabulary,150,396,33,360,17.0,345,19,1548979200.0,219,2063,54.89599,-1.732115
1331,727.0,6,137.0,335,150,Dyfed-Powys Police,61,226,19,131,8.0,151,7,1548979200.0,77,1094,52.101675,-4.059557
1332,3269.0,132,847.0,1284,380,Essex Police,318,1171,144,1065,180.0,952,104,1548979200.0,1194,5337,51.636915,0.407541
1333,1384.0,74,341.0,330,96,Gloucestershire Constabulary,35,270,22,116,31.0,241,24,1548979200.0,297,772,51.908526,-2.088146
1334,4772.0,234,2315.0,2906,411,Greater Manchester Police,578,1953,308,3054,590.0,1478,622,1548979200.0,2520,8376,53.619073,-2.423752
1335,890.0,22,262.0,730,103,Gwent Police,83,332,25,537,27.0,239,26,1548979200.0,250,1292,51.802661,-3.210621
1336,850.0,249,907.0,1288,283,Hampshire Constabulary,185,909,133,928,98.0,843,78,1548979200.0,816,4225,51.357251,-1.133567
1337,2034.0,127,562.0,670,252,Hertfordshire Constabulary,197,809,48,442,71.0,698,121,1548979200.0,773,2215,51.776773,-0.008469
1338,1129.0,129,609.0,979,97,Humberside Police,169,581,31,734,67.0,905,39,1548979200.0,460,2537,54.103989,-0.201317
1339,2166.0,126,894.0,1650,224,Kent Police,385,1322,87,1056,171.0,1098,111,1548979200.0,1096,5905,51.18331,0.937911
1340,3686.0,127,1174.0,730,181,Lancashire Constabulary,219,1224,54,981,89.0,755,108,1548979200.0,788,4918,53.770335,-2.474098
1341,943.0,147,608.0,780,191,Leicestershire Police,175,620,66,603,103.0,450,89,1548979200.0,893,2468,52.626506,-1.201724
1342,958.0,65,313.0,479,150,Lincolnshire Police,100,387,44,315,28.0,494,17,1548979200.0,193,1797,53.051902,0.084476
1343,1988.0,129,699.0,1223,728,Merseyside Police,203,635,83,916,126.0,608,148,1548979200.0,686,3678,53.486621,-2.875002
1344,16797.0,1186,6680.0,4388,3180,Metropolitan Police Service,835,10630,550,3634,2979.0,3470,4780,1548979200.0,9692,17819,51.593835,0.145888
1345,996.0,92,255.0,646,193,Norfolk Constabulary,126,428,40,460,38.0,329,53,1548979200.0,212,2001,52.745153,0.946326
1346,1037.0,24,258.0,542,120,North Wales Police,80,294,25,441,14.0,370,9,1548979200.0,136,2161,53.31958,-3.811975
1347,1733.0,73,302.0,505,121,North Yorkshire Police,90,378,21,195,15.0,394,26,1548979200.0,170,1355,54.113705,-2.513759
1348,1463.0,48,547.0,509,113,Northamptonshire Police,100,400,55,186,65.0,313,44,1548979200.0,638,1789,52.502162,-0.690547
1349,4224.0,55,451.0,1302,548,Police Service of Northern Ireland,203,1012,87,72,43.0,527,49,1548979200.0,307,2853,54.59497,-5.922687
1350,3784.0,121,699.0,1819,237,Northumbria Police,240,1278,113,1735,58.0,1164,152,1548979200.0,671,4164,54.967838,-1.754552
1351,2162.0,118,607.0,1014,402,Nottinghamshire Police,247,796,108,565,99.0,1014,284,1548979200.0,714,2784,53.145769,-1.268696
1352,2314.0,134,440.0,1057,315,South Wales Police,155,735,57,912,42.0,847,114,1548979200.0,614,3542,51.637363,-3.648881
1353,2851.0,71,1187.0,1287,225,South Yorkshire Police,324,961,118,893,117.0,817,140,1548979200.0,978,3661,53.59872,-1.461068
1354,2616.0,64,376.0,748,190,Staffordshire Police,152,649,64,283,78.0,652,36,1548979200.0,410,2596,52.769868,-1.943961
1355,587.0,61,253.0,418,107,Suffolk Constabulary,85,320,27,345,41.0,303,46,1548979200.0,268,1655,52.160886,0.71043
1356,1539.0,82,525.0,756,208,Surrey Police,127,659,41,533,36.0,374,58,1548979200.0,599,2084,51.407868,-0.370967
1357,2084.0,167,514.0,1036,258,Sussex Police,190,847,113,753,103.0,529,92,1548979200.0,662,3141,50.84423,-0.244128
1358,1383.0,279,870.0,1446,386,Thames Valley Police,266,1516,96,535,113.0,1008,192,1548979200.0,1389,4165,51.998128,-0.985426
1359,956.0,40,299.0,346,72,Warwickshire Police,39,324,27,154,30.0,240,28,1548979200.0,381,1095,52.639577,-1.636309
1360,2862.0,51,526.0,714,172,West Mercia Police,143,649,66,345,52.0,585,47,1548979200.0,437,2604,52.432283,-2.10837
1361,2815.0,157,2164.0,2039,427,West Midlands Police,311,1651,223,1165,829.0,1512,216,1548979200.0,2755,7008,52.594185,-1.838265
